character,romaji,meaning
ホース,hoosu,hose
ポーズ,poozu,pause
ホール,hooru,hall; hole
保温,hoon,"retaining warmth, keeping heat in, heat insulation"
捕獲,hokaku,"capture, seizure"
保管,hokan,"custody, safekeeping, storage"
補給,hokyuu,"supply, supplying, replenishment"
補強,hokyou,reinforcement
募金,bokin,"fund-raising, collection of funds"
牧師,bokushi,"pastor, minister, clergyman"
捕鯨,hogei,whaling
惚ける,bokeru,"to grow senile, to fade"
保険,hoken,"insurance, guarantee"
母校,bokou,alma mater
母国,bokoku,one's home country (same as 自分の国 (じぶんのくに))
誇る,hokoru,"to boast of, to be proud of"
綻びる,hokorobiru,"to come apart at the seams, to smile broadly"
干し~,hoshi~,dried ~
ポジション,pojishon,position
干し物,hoshimono,dried washing (clothes
保守,hoshu,"conservative, maintaining"
補充,hojuu,"supplementation, replenishment, replenishing"
補助,hojo,"assistance, support, auxiliary"
舗装,hosou,"pavement, road surface"
補足,hosoku,"supplement, complement"
墓地,bochi,"cemetery, graveyard"
発作,hossa,"fit, attack"
没収,bosshuu,forfeited
発足,hossoku,"starting, inauguration"
ポット,potto,pot
ほっぺた,hoppeta,cheek
ぼつぼつ,botsubotsu,"gradually, here and there, spots"
没落,botsuraku,"ruin, fall, collapse"
解ける,hodokeru,"to come untied, to come apart"
施す,hodokosu,"to give, to conduct, to perform"
ほとり,hotori,vicinity of lake; river
ぼやく,boyaku,"to grumble, to complain"
ぼやける,boyakeru,"to become dim, to become blurred"
保養,hoyou,"health preservation, recuperation, recreation"
捕虜,horyo,prisoner of war
ボルト,boruto,volt; bolt
滅びる,horobiru,"to be ruined, to perish, to be destroyed"
滅ぼす,horobosu,"to destroy, to overthrow, to ruin"
本格,honkaku,"propriety, full-scale"
本館,honkan,main building
本気,honki,"seriousness, truth, sanctity"
本国,hongoku,one's own country
本質,honshitsu,"essence, true nature, reality"
本体,hontai,"substance, body, trunk"
本音,honne,"(one's) real intention, motive"
本能,honnou,instinct
本場,homba,"home, best place, genuine"
ポンプ,pompu,pump
本文,hombun,"text (of document), body (of letter)"
本名,hommyou,real name
マーク,maaku,mark
マイ~,mai~,"my ~, one's own ~"
マイクロフォン,maikurofuon,microphone
埋蔵,maizou,"buried property, treasure trove"
舞う,mau,"to dance, to flutter about, to revolve"
真上,maue,"just above, right overhead"
前売,maeuri,"advance sale, booking"
前置き,maeoki,"preface, introduction"
任す,makasu,"to entrust, to leave to a person"
負かす,makasu,to defeat
賄う,makanau,"to give board to, to provide meals, to pay"
紛らわしい,magirawashii,"confusing, misleading, ambiguous"
紛れる,magireru,"to be diverted, to slip into"
真心,magokoro,"sincerity, devotion"
まごつく,magotsuku,"to be confused, to be flustered"
誠,makoto,"truth, faith, fidelity"
誠に,makotoni,"indeed, really (very polite), absolutely"
まさしく,masashiku,"surely, no doubt, evidently"
勝る,masaru,"to excel, to surpass, to out-rival"
~増し,~mashi,~increase
交える,majieru,"to mix, to converse with, to cross (swords)"
真下,mashita,"right under, directly below"
まして,mashite,"still more, still less (with neg. verb), to say nothing of"
交わる,majiwaru,"to cross, to intersect, to mingle with,"
麻酔,masui,anesthesia
またがる (うまを~),matagaru (umao~),to straddle
待ち合わせ,machiawase,appointment
待ち遠しい,machidooshii,looking forward to
待ち望む,machinozomu,"to look anxiously for, to wait eagerly for"
まちまち,machimachi,"various, different"
末期,makki,"deathbed, hour of death"
真っ二つ,mapputatsu,in two equal parts
まと,mato,"mark, target"
纏まり,matomari,"conclusion, settlement, consistency"
纏め,matome,"settlement, conclusion"
免れる,manugareru,"to escape from, to be exempted"
招き,maneki,invitation
瞬き,mabataki,"wink, twinkling (of stars), flicker (of light)"
麻痺,mahi,"paralysis, palsy, numbness"
~まみれ,~mamire,"covered with (by, in) ~"
眉,mayu,eyebrow
鞠,mari,ball
丸ごと,marugoto,"in its entirety, whole, wholly"
まるっきり,marukkiri,"completely, perfectly, just as if"
丸々,marumaru,completely
丸める,marumeru,"to make round, to round off, to roll up"
満月,mangetsu,full moon
満場,manjou,"unanimous, whole audience"
真ん前,mammae,"right in front, under the nose"
真ん丸い,mammarui,perfectly circular
真ん円い,mammarui,perfectly round
~味,~mi,~ cast (sense of taste)
見合い,miai,formal marriage interview
見合わせる,miawaseru,to exchange glances; to postpone
見落とす,miotosu,"to overlook, to fail to notice"
未開,mikai,"savage land, backward region, uncivilized"
味覚,mikaku,"taste, palate, sense of taste"
幹,miki,(tree) trunk
見苦しい,migurushii,"unsightly, ugly"
見込み,mikomi,"prospects, expectation, hope"
未婚,mikon,unmarried
未熟,mijuku,"inexperience, unskilled, immature"
微塵,mijin,"particle, atom"
水気,mizuke,"moisture, dampness"
ミスプリント,misupurinto,misprint
みすぼらしい,misuborashii,"shabby, seedy"
ミセス,misesu,Mrs.
見せびらかす,misebirakasu,"to show off, to flaunt"
見せ物,misemono,"show, exhibition"
溝,mizo,"ditch, drain, gutter, gap"
満たす,mitasu,"to satisfy, to ingratiate, to fill, to fulfill"
乱す,midasu,"to throw out of order, to disarrange, to disturb"
乱れる,midareru,"to get confused, to be disordered, to be disturbed"
未知,michi,not yet known
身近,mijika,"near oneself, close to one, familiar"
導く,michibiku,"to be guided, to be shown"
密集,misshuu,"crowd, close formation, dense"
密接,missetsu,"connected, close, intimate"
密度,mitsudo,density
見積もり,mitsumori,"estimation, quotation"
未定,mitei,"not yet fixed, undecided, pending"
見通し,mitooshi,"perspective, unobstructed view, prospect"
見なす,minasu,"to consider as, to regard"
源,minamoto,"source, origin"
見習う,minarau,to follow another's example
身なり,minari,personal appearance
峰,mine,"peak, ridge"
身の上,minoue,"one's future, one's welfare, one's personal history"
見逃す,minogasu,"to miss, to overlook, to leave at large"
身の回り,minomawari,"one's personal appearance, personal belongings"
見計らう,mihakarau,to choose at one's own discretion
見晴らし,miharashi,view
身振り,miburi,gesture
脈,myaku,pulse
ミュージック,myuujikku,music
未練,miren,"lingering affection, attachment, regret(s)"
見渡す,miwatasu,"to look out over, to survey (scene), to take an extensive view of"
民宿,minshuku,private house providing lodging and meals to tourists
民族,minzoku,"people, race"
民俗,minzoku,folk customs
無意味,muimi,"nonsense, no meaning"
ムード,muudo,mood
無口,mukuchi,reticence
婿,muko,son-in-law
無効,mukou,"invalid, no effect, unavailable"
無言,mugon,silence
無邪気,mujaki,"innocence, simple-mindedness"
むしる,mushiru,"to pluck, to pick, to tear"
結び,musubi,"ending, conclusion, union"
結び付き,musubitsuki,"connection, relation"
結び付く,musubitsuku,"to be connected or related, to join together"
結び付ける,musubitsukeru,"to combine, to join, to tie on, to attach with a knot"
無線,musen,"wireless, radio"
無駄遣い,mudazukai,"waste money on, squander money on"
無断,mudan,"without permission, without notice"
無知,muchi,ignorance
無茶,mucha,"absurd, unreasonable"
無茶苦茶,muchakucha,"confused, jumbled, mixed up, unreasonable"
空しい,munashii,"vacant, futile, vain"
無念,munen,"chagrin, regret"
無能,munou,"inefficiency, incompetence"
無闇に,muyamini,"unreasonably, absurdly, at random"
無用,muyou,"useless, needlessness, unnecessariness"
斑,mura,"unevenness, inconsistency, irregularity"
群がる,muragaru,"to swarm, to gather"
無論,muron,"of course, naturally"
名産,meisan,noted product
名称,meishou,name
命中,meichuu,a hit
明白,meihaku,"obvious, clear"
名簿,meibo,register of names
名誉,meiyo,"honor, credit, prestige"
明瞭,meiryou,clarity
明朗,meirou,"bright, clear, cheerful"
メーカー,meekaa,manufacturer
目方,mekata,weight
恵み,megumi,blessing
恵む,megumu,"to bless, to show mercy to"
目覚しい,mezamashii,"brilliant, remarkable"
目覚める,mezameru,to wake up
召す,mesu,"to call, to send for, to put on"
雌,mesu,female (animal)
目付き,metsuki,"look, expression of the eyes, eyes"
滅亡,metsubou,"downfall, collapse, destruction"
メディア,medeia,media
目途,medo,"goal, outlook"
目盛,memori,"scale, gradations"
メロディー,merodeii,melody
面会,menkai,interview
免除,menjo,"exemption, exoneration, discharge"
面する,mensuru,"to face on, to look out on to"
面目,memboku,"face, honor, reputation"
面目,memmoku,"face, honor, reputation"
~網,~mou,~ network
設ける,moukeru,"to create, to establish"
申し入れる,moushiireru,"to propose, to suggest"
申込,moushikomi,"application, request, proposal"
申出,moushide,"request, claim, report"
申し出る,moushideru,"to report to, to tell, to suggest"
申し分,moushibun,"objection, shortcomings"
盲点,mouten,blind spot
猛烈,mouretsu,"violent, vehement, rage"
モーテル,mooteru,motel
もがく,mogaku,"to struggle, to wriggle, to be impatient"
目録,mokuroku,"catalogue, catalog, list"
目論見,mokuromi,"a plan, a scheme, intention"
模型,mokei,"model, dummy, marquette"
模索,mosaku,groping (for)
もしかして,moshikashite,"perhaps, possibly"
もしくは,moshikuha,"or, otherwise"
もたらす,motarasu,"to bring, to take, to bring about"
持ち切り,mochikiri,"hot topic, talk of the town"
目下,mokka,"at present, now"
専ら,moppara,"wholly, solely, entirely"
もてなす,motenasu,"to entertain, to make welcome"
もてる,moteru,"to be well liked, to be popular"
モニター,monitaa,(computer) monitor
物好き,monozuki,(idle) curiosity
物足りない,monotarinai,"unsatisfied, unsatisfactory"
もはや,mohaya,"already, now"
模範,mohan,"model, example"
模倣,mohou,"imitation, copying"
もめる,momeru,"to disagree, to dispute"
股,momo,"thigh, femur"
腿,momo,"thigh, femur"
催す,moyoosu,"to hold (a meeting), to give (a dinner)"
漏らす,morasu,"to let leak, to reveal"
盛り上がる,moriagaru,"to rouse, to swell, to rise"
漏る,moru,"to leak, to run out"
漏れる,moreru,"to leak out, to escape, to filter out"
脆い,moroi,"brittle, fragile, tender-hearted"
もろに,moroni,"completely, altogether, bodily"
矢,ya,arrow
野外,yagai,"fields, outskirts, open air, suburbs"
~薬,~yaku,medicine
夜具,yagu,bedding
役職,yakushoku,"post, managerial position, official position"
役場,yakuba,town hall
やけに,yakeni,"sure, very"
屋敷,yashiki,mansion
養う,yashinau,"to rear, to maintain, to cultivate"
野心,yashin,"ambition, aspiration"
安っぽい,yasuppoi,"cheap-looking, tawdry"
休める,yasumeru,"to rest, to suspend, to give relief"
野生,yasei,wild
奴,yatsu,"(vulg.) fellow, guy, chap"
闇,yami,"darkness, shady, illegal"
病む,yamu,"to fall ill, to be ill"
ややこしい,yayakoshii,"puzzling, tangled, complicated, complex"
やりとおす,yaritoosu,"to carry through, to achieve, to complete"
やりとげる,yaritogeru,to accomplish
和らげる,yawarageru,"to soften, to moderate, to relieve"
ヤング,yangu,young
~油,~yu,~ oil
優位,yuui,"predominance, ascendancy, superiority"
憂鬱,yuuutsu,"depression, melancholy"
有益,yuueki,"beneficial, profitable"
優越,yuuetsu,"supremacy, predominance, being superior to"
勇敢,yuukan,"bravery, heroism, gallantry"
夕暮れ,yuugure,"evening, (evening) twilight"
融資,yuushi,"financing, loan"
有する,yuusuru,"to own, to be endowed with"
優勢,yuusei,"superiority, superior power, predominance"
優先,yuusen,"preference, priority"
誘導,yuudou,"guidance, leading, inducement"
融通,yuuzuu,"adaptability, versatility, finance"
優美,yuubi,"grace, refinement, elegance"
有望,yuubou,"good prospects, full of hope, promising"
遊牧,yuuboku,nomadism
夕焼け,yuuyake,sunset
有力,yuuryoku,"influence, prominence; potent"
幽霊,yuurei,"ghost, specter, phantom"
誘惑,yuuwaku,"temptation, allurement, lure"
故,yue,"reason, cause, circumstances"
歪む,yugamu,"to warp, to be crooked, to be distorted"
揺さぶる,yusaburu,"to shake, to jolt, to rock, to swing"
濯ぐ,yusugu,"to rinse, to wash out"
ゆとり,yutori,"reserve, affluence, time (to spare)"
ユニーク,yuniiku,unique
ユニフォーム,yunifuoomu,uniform
指差す,yubisasu,to point at
弓,yumi,bow
揺らぐ,yuragu,"to swing, to sway, to shake"
緩む,yurumu,"to become loose, to slacken"
緩める,yurumeru,"to loosen, to slow down"
緩やか,yuruyaka,lenient
要因,youin,"primary factor, main cause"
溶液,youeki,solution
用件,youken,business
養護,yougo,"protection, nursing, protective care"
用紙,youshi,a form
様式,youshiki,"style, form, pattern"
要する,yousuru,"to demand, to require, to take"
要請,yousei,"claim, demand, request, application"
様相,yousou,aspect
用品,youhin,"articles, supplies, parts"
洋風,youfuu,western style
用法,youhou,"directions, rules of use"
要望,youbou,"demand for, request"
余暇,yoka,"leisure, leisure time, spare time"
予感,yokan,"presentiment, premonition"
余興,yokyou,"side show, entertainment"
預金,yokin,"deposit, bank account"
欲,yoku,"greed, wants"
抑圧,yokuatsu,"restraint, oppression, suppression"
浴室,yokushitsu,"bathroom, bath"
抑制,yokusei,"control, restraint, suppression"
欲深い,yokufukai,greedy
欲望,yokubou,"desire, appetite"
避ける,yokeru,"to avoid (physical contact with; to ward off, to avert"
予言,yogen,"prediction, promise, prognostication"
横綱,yokozuna,sumo grand champion
汚れ,yogore,"dirt, filth"
よし (かん),yoshi (kan),all right!
良し,yoshi,all right!
善し悪し,yoshiashi,"good or bad, merits or demerits, quality"
余所見,yosomi,"looking away, looking aside"
余地,yochi,"place, room, margin"
よって (よりどころ),yotte (yoridokoro),"therefore, consequently"
与党,yotou,"government party, (ruling) party in power, government"
呼び止める,yobitomeru,to flag down
夜更し,yofukashi,"staying up late, keeping late hours"
夜更け,yofuke,late at night
余程,yohodo,"very, much, to a large extent, quite"
読み上げる,yomiageru,"to read out loud (and clearly), to call a roll"
~寄り,~yori,"near to ~ (e.g., North by East)"
寄り掛かる,yorikakaru,"to lean against, to recline on, to lean on, to rely on"
世論,yoron,public opinion
弱る,yowaru,"to weaken, to be troubled, to be emaciated"
来場,raijou,attendance
ライス,raisu,rice
酪農,rakunou,dairy farming
落下,rakka,"fall, drop, come down"
楽観,rakkan,optimism
ランプ,rampu,lamp; ramp
濫用,ranyou,"abuse, misuse, using to excess"
リード,riido,lead; reed
理屈,rikutsu,"theory, reason"
利子,rishi,interest (bank)
利潤,rijun,"profit, returns"
理性,risei,"reason, sense"
利息,risoku,interest (bank)
立体,rittai,solid body
立方,rippou,cube
立法,rippou,"legislation, lawmaking"
利点,riten,"advantage, point in favor"
略奪,ryakudatsu,"pillage, looting, robbery"
略語,ryakugo,"abbreviation, acronym"
流通,ryuutsuu,"circulation of money or goods, distribution"
領域,ryouiki,"area, territory, region"
了解,ryoukai,"comprehension, consent, understanding"
領海,ryoukai,territorial waters
両極,ryoukyoku,"both extremities, north and south poles"
良好,ryoukou,"favorable, satisfactory"
良識,ryoushiki,good sense
良質,ryoushitsu,"good quality, superior quality"
了承,ryoushou,"acknowledgment, understanding"
良心,ryoushin,conscience
領地,ryouchi,territory
領土,ryoudo,"territory, possession"
両立,ryouritsu,"compatibility, coexistence, standing together"
旅客,ryokaku,passenger
旅券,ryoken,passport
履歴,rireki,"personal history, background, log"
理論,riron,theory
林業,ringyou,forestry
類,rui,"kind, class, family"
類推,ruisui,analogy
類似,ruiji,analogous
ルーズ,ruuzu,loose
冷酷,reikoku,"cruelty, coldheartedness, ruthless"
冷蔵,reizou,refrigeration
冷淡,reitan,"coolness, indifference"
レース,reesu,race; lace
レギュラー,regyuraa,regular
レッスン,ressun,lesson
レディー,redeii,lady
レバー,rebaa,lever; liver
恋愛,renai,"love, romance"
バッテリー,batterii,battery
バット,batto,"bat, vat"
発病,hatsubyou,"attack, to become sick"
初耳,hatsumimi,something heard for the first time
果て,hate,"the end, the extremity, the limit(s)"
果てる,hateru,"to end, to be finished, to be exhausted"
ばてる,bateru,"to be exhausted, to be worn out"
パトカー,patokaa,patrol car
甚だ,hanahada,"very, greatly, exceedingly"
華々しい,hanabanashii,"brilliant, magnificent, spectacular"
花びら,hanabira,(flower) petal
華やか,hanayaka,"brilliant, gorgeous, florid"
阻む,habamu,"to keep someone from doing, to stop, to oppose"
浜,hama,"beach, seashore"
浜辺,hamabe,"beach, foreshore"
はまる,hamaru,"to get into, to go into, to fit, to be fit for, to suit"
早める,hayameru,"to hasten, to quicken, to accelerate"
腹立ち,haradachi,anger
原っぱ,harappa,"open field, empty lot, plain"
はらはら,harahara,feel nervous
ばらまく,baramaku,"to disseminate, to scatter"
張り紙,harigami,"notice, poster"
遥か,haruka,"far, far-away, distant"
破裂,haretsu,"explosion, rupture, break off"
腫れる,hareru,"to swell (from inflammation, to become swollen)"
繁栄,hanei,"prospering, prosperity, flourishing"
版画,hanga,art print
ハンガー,hangaa,(coat) hanger
反感,hankan,"antipathy, revolt, animosity"
反響,hankyou,"echo, reverberation, repercussion"
パンク,panku,"puncture, bursting; punk"
反撃,hangeki,"counterattack, counteroffensive, counterblow"
判決,hanketsu,"judicial decision, judgment, sentence, decree"
反射,hansha,"reflection, reverberation"
繁盛,hanjou,"prosperity, flourishing, thriving"
繁殖,hanshoku,"breed, multiply, propagation"
反する,hansuru,"to be inconsistent with, to oppose, to contradict"
判定,hantei,"judgment, decision, award, verdict"
万人,bannin,"all people, everybody, 10000 people"
晩年,bannen,(one's) last years
反応,hannou,"reaction, response"
万能,bannou,"all-purpose, almighty, omnipotent"
半端,hampa,"fragment, fraction, incompleteness"
反発,hampatsu,"repelling, rebound, oppose"
反乱,hanran,"rebellion, revolt, uprising"
氾濫,hanran,"overflowing, flood"
美,bi,beauty
ひいては,hiiteha,"not only...but also, in addition to, consequently"
ビールス,biirusu,virus
控室,hikaeshitsu,waiting room
控える,hikaeru,to hold back; to make notes
悲観,hikan,"pessimism, disappointment"
引き上げる,hikiageru,"to withdraw, to leave, to pull out"
率いる,hikiiru,"to lead, to spearhead (a group), to command (troops)"
引き起こす,hikiokosu,to cause
引下げる,hikisageru,"to pull down, to lower, to reduce, to withdraw"
引きずる,hikizuru,"to drag along, to pull, to prolong"
引取る,hikitoru,to take back; to adopt; to leave
否決,hiketsu,"rejection, negation, voting down"
日頃,higoro,"normally, habitually"
久しい,hisashii,"long, long-continued, old (story)"
悲惨,hisan,"tragedy, disaster; misery, wretched, pitiful"
ビジネス,bijinesu,business
比重,hijuu,specific gravity
美術,bijutsu,"art, fine arts"
秘書,hisho,(private) secretary
微笑,bishou,smile
歪む,hizumu,"to warp, to be distorted"
密か,hisoka,"secret, private, surreptitious"
浸す,hitasu,"to soak, to dip, to drench"
ひたすら,hitasura,"nothing but, earnestly, intently"
左利き,hidarikiki,"left-handedness, sake drinker, left-hander"
引っ掻く,hikkaku,to scratch
必修,hisshuu,required (subject)
びっしょり,bisshori,"wet through, drenched"
必然,hitsuzen,"inevitable, necessary"
匹敵,hitteki,"comparing with, rival, equal"
一息,hitoiki,"a breath, a pause, an effort"
人影,hitokage,"man's shadow, soul"
人柄,hitogara,"personality, character"
人気,hitoke,sign of life
一頃,hitokoro,"once, some time ago"
人質,hitojichi,hostage
一筋,hitosuji,"a line, earnestly, blindly, straightforwardly"
人目,hitome,"glimpse, public gaze"
日取り,hidori,"fixed date, appointed day"
雛,hina,"young bird, chick, doll"
雛祭,hinamatsuri,Girls' (dolls') Festival
日向,hinata,"sunny place, in the sun"
非難,hinan,"blame, attack, criticism"
避難,hinan,"taking refuge, finding shelter"
日の丸,hinomaru,the Japanese flag
火花,hibana,spark
ひび (かべの~),hibi (kabeno~),"crack, fissure, flaw"
悲鳴,himei,"shriek, scream"
冷やかす,hiyakasu,"to banter, to make fun of, to jeer at, to cool, to refrigerate"
日焼け,hiyake,sunburn
標語,hyougo,"motto, slogan, catchword"
描写,byousha,"depiction, description, portrayal"
ひょっと,hyotto,"possibly, accidentally"
びら,bira,"handout, leaflet"
平たい,hiratai,"flat, even, level"
びり,biri,"last on the list, at the bottom"
比率,hiritsu,"ratio, proportion, percentage"
